-43.8745,-43.5151,7.50699,0.81925,-43.8783,-43.5251,7.49706,0.818712
-40.9933,-45.9431,8.57036,0.364708,-41.3106,-46.0928,8.22062,0.361462
-41.9091,-43.5584,8.93824,0.65455,-41.9063,-43.5633,8.93747,0.653923
-47.3529,-46.3435,3.12568,1.01577,-47.4116,-46.3863,3.05847,1.02472
-44.2169,-45.0499,6.20337,0.690298,-44.3636,-45.1885,6.00196,0.688067
-46.495,-46.3746,3.62877,0.808867,-46.5292,-46.4084,3.58065,0.809255
-45.4479,-46.7683,4.19502,0.560958,-45.474,-46.7998,4.15614,0.557872
-40.2375,-45.9695,9.27172,0.332972,-40.2042,-45.9858,9.2979,0.330145
-44.891,-47.2896,4.45081,0.394443,-44.9357,-47.6246,4.29071,0.326321
-44.7924,-44.7766,5.96165,0.787273,-44.7799,-44.7722,5.97355,0.786312
-46.1092,-44.3389,5.48481,1.01566,-46.1201,-44.3393,5.47872,1.01731
-45.2258,-45.0001,5.49946,0.814416,-45.3277,-45.1317,5.33385,0.811384
-44.814,-46.2933,4.98485,0.573978,-44.856,-46.3291,4.93013,0.57251
-40.946,-45.2887,8.86793,0.431801,-40.9114,-45.2787,8.90362,0.431194
-45.4731,-44.6805,5.57646,0.886077,-45.4912,-44.689,5.55845,0.887632
-42.5252,-45.1846,7.51532,0.532501,-42.6514,-45.2677,7.3644,0.531474
-42.5252,-45.1846,7.51532,0.532501,-42.8381,-45.9718,6.86583,0.456772
-44.5184,-43.187,7.33997,0.914011,-44.6136,-43.3055,7.18802,0.914434
-47.4806,-45.3604,3.94397,1.17533,-47.5295,-45.4082,3.88121,1.18221
-44.6676,-41.2273,8.89862,1.0623,-44.6136,-43.3055,7.18802,0.914434
-45.3145,-44.3132,5.96232,0.904437,-47.5295,-45.4082,3.88121,1.18221
-45.3145,-44.3132,5.96232,0.904437,-42.3939,-44.4365,8.02905,0.60453
-44.5146,-45.9114,5.44595,0.603022,-45.4202,-44.4586,5.78272,0.903252
-47.3278,-46.059,3.38312,1.05381,-47.3703,-46.0868,3.33804,1.06076
-42.0412,-42.6637,9.41133,0.73861,-42.0203,-42.6329,9.44761,0.739532
-46.0307,-44.6208,5.29095,0.974966,-46.0664,-44.6522,5.24496,0.977224
-46.6844,-41.7196,7.63984,1.26285,-46.693,-41.6927,7.66281,1.26498
-42.1772,-43.6904,8.64535,0.661314,-42.3568,-43.8333,8.4159,0.661017
-46.9333,-45.6355,3.94854,1.01995,-46.9945,-45.6981,3.86328,1.02496
-46.9751,-42.0757,7.21431,1.28629,-47.0043,-42.1929,7.09366,1.28561
-47.5014,-46.0096,3.34485,1.10625,-47.5336,-46.0141,3.3265,1.1143
-46.7439,-46.702,3.22037,0.794609,-46.7965,-46.7513,3.14835,0.795559
-45.2,-47.5315,4.07388,0.36878,-45.2423,-47.5758,4.0185,0.362284
-44.6409,-44.2444,6.4511,0.828871,-44.7832,-44.414,6.23003,0.827317
-47.7107,-46.0209,3.24614,1.16236,-47.751,-46.0469,3.20635,1.17068
-44.7843,-46.3767,4.96525,0.556644,-44.7912,-46.394,4.95031,0.554409
-44.5413,-44.2477,6.5165,0.817263,-44.5495,-44.2604,6.50163,0.816845
-44.9526,-45.6552,5.25066,0.690642,-45.0121,-45.7065,5.17212,0.690325
-45.0109,-47.6674,4.20581,0.322397,-44.9955,-47.697,4.21114,0.314579
-46.02,-40.5845,8.92759,1.23046,-46.0766,-40.7538,8.74907,1.23011
-45.953,-42.4562,7.21838,1.13502,-45.9522,-42.4335,7.23933,1.13625
-47.2438,-46.283,3.23519,0.996968,-47.3035,-46.3312,3.16241,1.00455
-44.8583,-47.6046,4.37039,0.324965,-44.9078,-47.6525,4.30834,0.318107
-43.2143,-44.5504,7.29889,0.65559,-43.2967,-44.6224,7.18964,0.654638
-45.3713,-47.1877,4.05611,0.463182,-45.4442,-47.2483,3.96382,0.457744
-43.2895,-42.0902,8.96411,0.880149,-43.3314,-42.1382,8.9004,0.88033
-44.9701,-46.8397,4.57238,0.49208,-45.0461,-46.9075,4.47345,0.486762
-46.6368,-42.6476,6.77773,1.21465,-46.7132,-42.8389,6.5718,1.21539
-43.6634,-41.7114,9.03346,0.938792,-43.7069,-41.7626,8.96637,0.939337
-45.5598,-45.4388,4.95147,0.802675,-45.6451,-45.54,4.81942,0.800816
-41.7273,-43.1385,9.34073,0.678371,-42.0609,-43.4087,8.91143,0.678247
-41.2138,-44.8202,8.83719,0.492672,-41.3169,-44.8732,8.7213,0.492906
-42.7608,-46.5182,6.71466,0.378585,-42.9347,-46.6175,6.51651,0.374292
-45.2469,-40.7989,9.01908,1.14162,-45.2996,-40.8905,8.91386,1.14271
-46.2128,-47.8169,3.02793,0.401423,-46.229,-47.8593,2.99662,0.390523
-46.0306,-40.3505,9.14501,1.2401,-46.1552,-40.6752,8.79744,1.24151
-43.234,-42.0945,8.99626,0.875081,-43.2982,-42.1714,8.89608,0.875085
-46.1847,-43.3518,6.31092,1.10839,-46.1976,-43.3545,6.30278,1.11004
-44.8648,-43.1075,7.19874,0.958882,-44.8434,-43.0757,7.23702,0.958986
-42.4894,-43.4166,8.57681,0.708878,-42.6479,-43.5421,8.37479,0.709827
-45.1398,-46.8882,4.40008,0.500581,-45.1854,-46.9329,4.33869,0.496586
-43.7782,-46.9963,5.59297,0.366388,-43.889,-47.0709,5.46297,0.360902
-45.2616,-47.1399,4.17559,0.461703,-45.2549,-47.166,4.17003,0.455381
-43.9043,-44.1023,7.0678,0.76559,-43.9993,-43.4041,7.50472,0.84151
-43.9043,-44.1023,7.0678,0.76559,-44.0919,-44.2939,6.79983,0.76439
-46.6958,-45.9417,3.82918,0.925099,-46.727,-45.9655,3.79138,0.927902
-42.3886,-44.7826,7.84202,0.567825,-42.5294,-44.874,7.67412,0.567644
-47.147,-44.9301,4.47189,1.14356,-47.1754,-44.9429,4.4485,1.14816
-44.0347,-41.5214,8.97687,0.984693,-44.0054,-41.4642,9.04068,0.985481
-44.801,-46.6874,4.79369,0.503431,-44.8576,-46.7358,4.72083,0.50022
-45.1572,-42.273,7.74728,1.05178,-45.1531,-42.2503,7.76896,1.05278
-45.8539,-40.2061,9.33977,1.22722,-45.9027,-40.2874,9.24677,1.22923
-42.6596,-42.8593,8.82664,0.7694,-42.6349,-42.8347,8.86143,0.769452
-43.7094,-47.1598,5.60147,0.334735,-43.7549,-47.205,5.54377,0.329722
-43.3338,-42.5936,8.55264,0.84664,-43.4592,-42.7309,8.36673,0.846984
-48.0091,-45.7433,3.40411,1.27542,-48.0056,-45.7924,3.35825,1.27018
-45.3908,-45.9995,4.69352,0.693577,-45.3957,-46.0001,4.68936,0.694133
-43.7709,-42.7979,8.11226,0.87031,-43.8964,-42.9341,7.92732,0.871343
-43.456,-44.8776,6.9087,0.63938,-43.4773,-44.9084,6.87323,0.637638
-40.6855,-44.8755,9.28133,0.460491,-40.6135,-44.8561,9.35442,0.458934
-47.7743,-46.0032,3.23775,1.18254,-47.8317,-46.0431,3.17933,1.1945
-42.991,-44.9846,7.22711,0.589079,-42.952,-44.9672,7.26929,0.588095
-47.9061,-45.447,3.71758,1.27213,-47.9353,-45.5219,3.63744,1.27373
-46.7406,-46.0512,3.71487,0.917003,-46.7582,-46.06,3.69724,0.919337
-46.7717,-46.158,3.61142,0.905842,-46.833,-46.2185,3.52604,0.908944
-47.9049,-45.6863,3.48994,1.25162,-47.9332,-45.7014,3.46679,1.25801
-43.0516,-44.514,7.45031,0.646153,-43.2436,-44.6755,7.1998,0.644299
-41.5894,-45.8157,8.06576,0.405836,-41.5804,-45.823,8.07115,0.404571
-45.7402,-47.2693,3.69075,0.488066,-45.7513,-47.3002,3.66657,0.482056
-45.4298,-45.3199,5.12733,0.800559,-45.5162,-45.4437,4.97837,0.795693
-44.4976,-41.2819,8.93541,1.0427,-44.6548,-41.5353,8.63731,1.04364
-47.8598,-46.0545,3.15843,1.20147,-47.9338,-46.086,3.10294,1.22004
-44.7734,-41.5162,8.59482,1.05669,-44.957,-41.8734,8.19354,1.05476
-44.9489,-43.1096,7.14898,0.968341,-45.0936,-43.2921,6.91664,0.970628
-46.8112,-45.2246,4.36401,1.0454,-46.8572,-45.2611,4.3094,1.05037
-45.2999,-45.7083,4.95242,0.727059,-45.3864,-45.7987,4.82765,0.724982
-45.0636,-44.9343,5.65905,0.801561,-45.1577,-45.0225,5.53026,0.802689
-41.7778,-45.696,7.94207,0.429063,-42.0681,-45.8511,7.61364,0.426392
-43.8373,-47.1851,5.47245,0.338048,-43.9309,-47.2543,5.36131,0.331664
-44.8289,-40.4832,9.48334,1.11538,-44.8892,-40.5804,9.36956,1.1166
-46.5205,-45.4048,4.36732,0.967043,-46.5383,-45.4153,4.34857,0.969033
-42.9696,-42.4744,8.88531,0.824814,-42.9777,-42.4919,8.86698,0.824152
-41.4841,-46.5695,7.8991,0.312775,-41.718,-46.6677,7.64639,0.309958
-45.2007,-41.9484,8.00998,1.0766,-45.302,-42.1015,7.82722,1.07872
-41.9449,-43.1751,9.14898,0.690177,-42.1382,-43.3314,8.9004,0.690466
-46.6083,-42.5268,6.90087,1.21687,-46.6353,-42.5618,6.85873,1.21881
-47.0001,-45.5095,4.02281,1.0505,-47.0291,-45.5312,3.98962,1.05411
-43.5856,-46.5496,5.94307,0.424999,-43.6011,-46.5791,5.91682,0.42153
-45.3481,-44.5217,5.77849,0.886699,-45.3565,-44.5222,5.77283,0.88777
-47.5437,-43.7745,5.42464,1.299,-47.517,-43.8788,5.33156,1.28892
-42.7526,-46.3481,6.787,0.401433,-42.8078,-46.3894,6.72007,0.398984
-44.1255,-44.0243,6.96552,0.795664,-44.2439,-44.1418,6.79871,0.796023
-47.6399,-44.0339,5.14898,1.30348,-47.0709,-40.8483,8.37687,1.33842
-47.6399,-44.0339,5.14898,1.30348,-47.5424,-44.051,5.15917,1.28436
-47.1688,-45.4706,3.97618,1.0922,-47.203,-45.4896,3.94366,1.09766
-47.6277,-46.0185,3.28218,1.13944,-48.1284,-45.5062,3.60085,1.32632
-47.6277,-46.0185,3.28218,1.13944,-47.6671,-46.0509,3.23636,1.14631
-47.2635,-46.0256,3.44415,1.04237,-47.3059,-46.0566,3.39611,1.04853
-45.177,-46.43,4.60649,0.591856,-46.0057,-46.5546,3.86598,0.684825
-45.177,-46.43,4.60649,0.591856,-45.2574,-46.5216,4.48885,0.584919
-44.5739,-46.5531,5.05746,0.505012,-44.6026,-46.5825,5.01808,0.502656
-45.0046,-42.1791,7.90493,1.04091,-45.0974,-42.3061,7.74848,1.04296
-45.2745,-45.722,4.96237,0.721587,-45.3568,-45.8283,4.83035,0.716328
-45.2745,-45.722,4.96237,0.721587,-44.3313,-45.5474,5.80664,0.636754
-44.4405,-42.3669,8.04903,0.968579,-44.4464,-42.3841,8.03156,0.967975
-46.538,-45.8597,3.99036,0.905893,-46.5544,-45.8665,3.97488,0.908092
-43.8696,-44.0493,7.12955,0.76757,-43.8718,-44.0473,7.12935,0.767997
-45.2234,-43.1493,6.96369,0.997592,-45.2366,-43.1491,6.95676,0.999212
-45.2234,-43.1493,6.96369,0.997592,-45.1522,-43.6577,6.58378,0.94661
-44.0671,-44.7448,6.51462,0.711776,-44.0674,-44.7425,6.51591,0.712073
-47.1229,-45.1865,4.2504,1.11339,-47.1756,-45.2454,4.17443,1.11848
-44.4706,-44.3853,6.46617,0.794721,-44.6216,-44.5755,6.22465,0.790634
-46.2136,-47.2404,3.29548,0.563247,-46.2586,-47.2892,3.23143,0.55793
-47.2204,-44.7107,4.64382,1.17752,-47.2454,-44.7082,4.63662,1.18271
-46.7251,-45.1253,4.4932,1.0399,-46.7723,-45.1813,4.42098,1.04269
-44.868,-46.1179,5.03781,0.609056,-44.9621,-46.223,4.90064,0.602442
-44.6042,-44.0683,6.6064,0.842783,-44.67,-44.1398,6.50922,0.84303
-46.8194,-42.0911,7.24484,1.26507,-47.1128,-41.697,7.54286,1.31791
-46.8194,-42.0911,7.24484,1.26507,-46.8966,-42.3005,7.02195,1.26659
-46.8942,-44.3575,5.09777,1.14496,-46.9582,-44.4377,4.99838,1.14999
-44.5998,-46.38,5.12116,0.537055,-44.7028,-46.4823,4.98042,0.529975
-46.3405,-42.2077,7.29441,1.1976,-46.4218,-42.3881,7.09681,1.199
-44.2749,-46.7059,5.25256,0.451994,-44.3905,-46.7946,5.10991,0.446248
-40.0886,-45.9155,9.43014,0.333219,-40.2146,-45.9754,9.29144,0.331567
-45.6209,-45.1779,5.10161,0.846845,-45.6993,-45.2606,4.98777,0.847644
-47.7094,-45.1191,4.08982,1.24975,-47.758,-45.1796,4.01718,1.25647
-47.2576,-46.1369,3.35166,1.0241,-47.2973,-46.1598,3.31146,1.03075
-43.2113,-46.6742,6.23843,0.38204,-43.1928,-46.6859,6.25127,0.379203
-43.7824,-44.6003,6.82495,0.700557,-43.7888,-44.5969,6.82231,0.701543
-41.8189,-45.5231,7.97855,0.450909,-41.8502,-45.5532,7.93723,0.449217
-44.6739,-41.595,8.57604,1.04206,-44.6548,-41.5353,8.63731,1.04364
-47.6585,-45.3368,3.90113,1.21976,-47.6958,-45.3556,3.87071,1.22713
-45.6212,-42.3805,7.43191,1.09884,-45.7417,-42.644,7.14251,1.0971
-43.791,-42.5964,8.2547,0.88791,-43.9945,-42.8359,7.94045,0.88876
-46.2323,-47.8306,3.00458,0.399757,-46.2768,-47.8774,2.9455,0.390998
-45.9697,-45.9498,4.29961,0.788661,-45.9862,-45.9674,4.27547,0.788506
-46.9583,-46.7296,3.05342,0.83837,-47.0298,-46.7682,2.97705,0.847575
-45.13,-47.6005,4.11527,0.346989,-45.1716,-47.6465,4.06058,0.339827
-46.8312,-43.9577,5.48898,1.16459,-46.9063,-44.0536,5.37129,1.1704
-45.0056,-46.3836,4.77502,0.579881,-45.0022,-46.3936,4.77236,0.577752
-45.3344,-41.6248,8.23592,1.10954,-45.4788,-41.9247,7.90313,1.10901
-47.4915,-46.1711,3.20597,1.08092,-47.53,-46.188,3.17309,1.08912
-44.8872,-47.4142,4.40791,0.368014,-44.9491,-47.4718,4.32954,0.360748
-46.574,-42.7108,6.74088,1.20264,-46.6543,-42.8978,6.5375,1.20381
-42.0257,-43.544,8.85482,0.663855,-42.1706,-43.6702,8.66305,0.662689
-46.7776,-43.184,6.22611,1.20579,-46.8511,-43.3291,6.06437,1.20857
-45.282,-43.8499,6.35188,0.945508,-45.3134,-43.8838,6.30611,0.946392
-45.1996,-47.7078,4.01406,0.327758,-45.1969,-47.7407,4.00617,0.319751
-43.4562,-42.9847,8.18027,0.826165,-43.641,-43.1895,7.90451,0.825799
-44.9518,-40.9472,9.01309,1.10499,-45.0499,-41.1401,8.79664,1.1051
-47.1465,-45.935,3.58184,1.0269,-47.1884,-45.9715,3.52895,1.03171
-47.1465,-45.935,3.58184,1.0269,-46.8717,-46.6761,3.15123,0.829321
-43.3951,-44.8138,6.99564,0.641507,-43.4942,-44.8915,6.86976,0.641066
-46.5117,-44.5617,5.08826,1.05982,-46.5648,-44.6203,5.01117,1.06335
-41.9226,-46.5681,7.48355,0.330969,-42.147,-46.6628,7.24056,0.328672
-41.6985,-44.4298,8.61386,0.559269,-41.7329,-44.4572,8.57021,0.558686
-47.5656,-43.6845,5.50568,1.30722,-47.67,-43.0486,6.09824,1.35093
-47.5656,-43.6845,5.50568,1.30722,-47.4664,-43.7187,5.49942,1.28818
-41.076,-44.015,9.36159,0.56154,-41.3096,-44.16,9.08669,0.561729
-45.3938,-47.7056,3.83151,0.344616,-45.4124,-47.7475,3.79993,0.335886
-45.3938,-47.7056,3.83151,0.344616,-44.531,-48.0293,4.57321,0.213884
-45.0218,-45.2245,5.48457,0.759251,-45.1249,-45.3345,5.3341,0.75761
-45.9782,-46.4975,3.92345,0.691668,-46.0196,-46.5407,3.86405,0.689909
-41.1076,-46.2779,8.34862,0.33213,-41.1059,-46.2975,8.34387,0.329835
-47.4759,-44.8704,4.40191,1.21724,-47.5196,-44.9014,4.35781,1.22418
-47.4759,-44.8704,4.40191,1.21724,-47.0358,-44.7431,4.68818,1.13849
-47.4104,-43.8377,5.40147,1.27208,-47.4714,-43.9245,5.30073,1.27826
-45.2213,-42.2631,7.72422,1.05962,-45.3738,-42.5454,7.40351,1.05894
-44.1146,-41.6347,8.83827,0.985128,-44.2909,-41.8992,8.52041,0.985219
-47.2791,-45.432,3.96133,1.12139,-47.3327,-45.4854,3.89,1.12785
-42.1985,-43.9457,8.47391,0.639083,-42.2215,-43.9686,8.44175,0.638528
-40.4694,-45.2063,9.33614,0.41845,-40.8073,-45.3828,8.95569,0.41578
-46.9234,-44.5362,4.92321,1.13536,-46.9844,-44.609,4.83153,1.14046
-44.0704,-43.749,7.20232,0.816959,-44.1183,-43.8008,7.1318,0.816876
-44.5984,-45.2502,5.78235,0.705605,-44.6142,-45.2645,5.76099,0.7055
-44.9375,-44.6685,5.93851,0.817445,-45.0597,-44.8191,5.74512,0.815012
-41.7849,-46.611,7.6003,0.319753,-41.7601,-46.6256,7.61933,0.316904
-46.8261,-45.8878,3.79627,0.961071,-46.8775,-45.9406,3.72354,0.964278
-47.0101,-43.4676,5.87938,1.22552,-47.0236,-43.4357,5.90484,1.22951
-43.89,-44.7771,6.62916,0.690634,-43.9711,-44.8388,6.52732,0.691256
-45.924,-41.7335,7.89076,1.17035,-46.0102,-41.909,7.69558,1.17178
-44.6322,-42.98,7.43757,0.943128,-44.7727,-43.1464,7.22042,0.945344
-45.1245,-44.8459,5.68117,0.820084,-45.2327,-44.9475,5.53311,0.821857
-43.2708,-45.6551,6.63413,0.528445,-43.4303,-45.7668,6.4401,0.525953
-44.2575,-41.5788,8.80711,1.00216,-44.4052,-41.7848,8.55398,1.00374
-46.6371,-46.4308,3.49059,0.827194,-46.6828,-46.4771,3.42553,0.827861
-45.3866,-46.2492,4.54136,0.650679,-45.4609,-46.318,4.44049,0.648491
-42.0911,-44.6421,8.16851,0.562737,-42.1484,-44.682,8.09873,0.562339
-44.2442,-46.8296,5.22765,0.428143,-44.3021,-46.883,5.15284,0.423372
-43.6465,-43.614,7.594,0.788428,-43.7182,-43.6853,7.49294,0.788506
-46.6434,-46.8091,3.21772,0.748975,-46.6911,-46.8566,3.15037,0.74824
-47.3823,-45.0696,4.2503,1.18033,-47.4385,-45.1218,4.18076,1.18802
-44.9423,-41.9602,8.12555,1.04792,-44.9276,-41.9029,8.18255,1.04985
-45.0832,-47.3151,4.2638,0.406235,-45.0781,-47.3428,4.25762,0.399806
-47.0097,-44.5829,4.84475,1.14745,-47.0231,-44.5703,4.85081,1.15103
-44.6693,-46.7875,4.86316,0.472322,-44.7416,-46.8518,4.76959,0.467202
-44.4927,-44.1887,6.59276,0.818005,-44.5575,-44.2523,6.502,0.818594
-45.4496,-42.211,7.66129,1.08894,-45.5505,-42.3686,7.47492,1.09114
-40.6939,-45.8989,8.86618,0.357328,-40.852,-45.9785,8.69022,0.355109
-46.7373,-45.3394,4.3035,1.01716,-46.7662,-45.3521,4.27753,1.02135
